Date,ETF,Price,Shares,Total_Invested
2020-11-04,SPY,323.0751342773437,0.0407,13.140000000000002
2020-11-04,VWO,39.97384262084961,0.0243,0.97
2020-11-04,QQQM,114.57830047607422,0.007,0.8
2020-11-04,IAU,36.36000061035156,0.0723,2.63
2020-11-05,QQQ,286.6137084960937,0.0095,2.73
2020-11-05,SPY,329.3760070800781,0.0406,13.36
2020-11-05,VWO,40.65284729003906,0.0145,0.59
2020-11-05,QQQM,117.62295532226562,0.0034,0.4
2020-11-05,IAU,37.15999984741211,0.0786,2.92
2020-11-06,QQQ,286.827880859375,0.0097,2.78
2020-11-06,SPY,329.3008117675781,0.0394,12.98
2020-11-06,VWO,40.80083465576172,0.0179,0.73
2020-11-06,QQQM,117.70075988769533,0.0047,0.55
2020-11-06,IAU,37.220001220703125,0.0795,2.96
2020-11-09,QQQ,280.9669189453125,0.0124,3.47
2020-11-09,SPY,333.438720703125,0.0274,9.12
2020-11-09,VWO,41.105506896972656,0.0467,1.92
2020-11-09,QQQM,115.26893615722656,0.0147,1.7
2020-11-09,IAU,35.599998474121094,0.1065,3.79
2020-11-10,QQQ,275.9333801269531,0.0109,3.0
2020-11-10,SPY,332.9496154785156,0.0281,9.340000000000003
2020-11-10,VWO,40.644134521484375,0.0559,2.27
2020-11-10,QQQM,113.1454620361328,0.0184,2.08
2020-11-10,IAU,35.70000076293945,0.0927,3.31
2020-11-11,QQQ,282.10601806640625,0.0106,2.98
2020-11-11,SPY,335.42303466796875,0.0281,9.42
2020-11-11,VWO,40.81824493408203,0.0532,2.17
2020-11-11,QQQM,115.8623046875,0.0174,2.02
2020-11-11,IAU,35.540000915527344,0.0959,3.41
2020-11-12,QQQ,280.7818908691406,0.0105,2.96
2020-11-12,SPY,332.1690979003906,0.0285,9.469999999999999
2020-11-12,VWO,40.51355743408203,0.0536,2.17
2020-11-12,QQQM,115.19112396240234,0.0176,2.03
2020-11-12,IAU,35.779998779296875,0.0942,3.37
2020-11-13,QQQ,283.2450866699219,0.0103,2.92
2020-11-13,SPY,336.7677917480469,0.0286,9.639999999999999
2020-11-13,VWO,41.02716827392578,0.0509,2.09
2020-11-13,QQQM,116.29029846191406,0.017,1.98
2020-11-13,IAU,36.0,0.0936,3.37
2020-11-16,QQQ,285.4551086425781,0.0102,2.9
2020-11-16,SPY,340.9715881347656,0.0286,9.760000000000002
2020-11-16,VWO,41.50594329833984,0.0494,2.05
2020-11-16,QQQM,116.79612731933594,0.0167,1.95
2020-11-16,IAU,36.0,0.0928,3.34
2020-11-17,QQQ,284.5497131347656,0.0103,2.92
2020-11-17,SPY,339.1377258300781,0.0288,9.76
2020-11-17,VWO,41.445011138916016,0.049,2.03
2020-11-17,QQQM,116.7863998413086,0.0167,1.95
2020-11-17,IAU,35.880001068115234,0.0931,3.34
2020-11-18,QQQ,282.44683837890625,0.0107,3.02
2020-11-18,SPY,335.05621337890625,0.0293,9.81
2020-11-18,VWO,41.30573654174805,0.0465,1.92
2020-11-18,QQQM,116.28836822509766,0.0157,1.83
2020-11-18,IAU,35.68000030517578,0.0959,3.42
2020-11-19,QQQ,284.6567687988281,0.0107,3.05
2020-11-19,SPY,336.46685791015625,0.029,9.77
2020-11-19,VWO,41.410186767578125,0.0464,1.92
2020-11-19,QQQM,116.8544921875,0.0157,1.83
2020-11-19,IAU,35.619998931884766,0.0963,3.43
2020-11-20,QQQ,282.7095947265625,0.011,3.12
2020-11-20,SPY,334.1628112792969,0.029,9.7
2020-11-20,VWO,41.69746398925781,0.0451,1.88
2020-11-20,QQQM,116.13467407226562,0.0156,1.81
2020-11-20,IAU,35.7400016784668,0.0976,3.49
2020-11-23,QQQ,282.7193603515625,0.0113,3.2
2020-11-23,SPY,336.1659240722656,0.0274,9.200000000000003
2020-11-23,VWO,41.68875503540039,0.0497,2.07
2020-11-23,QQQM,116.047119140625,0.0171,1.99
2020-11-23,IAU,35.0,0.1011,3.54
2020-11-24,QQQ,286.691650390625,0.0111,3.19
2020-11-24,SPY,341.5828857421875,0.0272,9.28
